VcascPreamp_BOT	40969	130	40977	5
VFBK_BOT	40971	119	40979	2
VtpulseCoarse_BOT	40973	128	40981	2
VcascDisc_BOT	40968	130	40976	2
VcontrolVCO_BOT	40970	10	40978	2
Vthreshold_BOT	40972	8192	40980	5
VtpulseFine_BOT	40974	512	40982	15
